timestamp,model,dataset,notes,Return_MAE,Return_MSE,Return_RMSE,num_drifts_detected,total_retrain_time,average_retrain_time,model_switches,trial_verdicts,trials_promoted,trials_held,final_model,num_retrains,detect_true_positives,detect_false_positives,detect_false_negatives,detect_precision,detect_recall,detect_f1_score,detect_avg_detection_delay,total_time
2026-03-02 19:36:36,PSO_LSTM_kswin,linear_gradual_drift_11,,0.024569840168274,0.0010017868940665,0.0316510172674831,10,163.5840449333191,16.35840449333191,4,"['held', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held', 'held', 'held']",4,6,v0,10,2,8,1,0.2,0.6666666666666666,0.3076923076923076,-93.5,191.1872215270996
2026-03-02 19:38:48,LSTM_kswin,linear_gradual_drift_11,,0.0246295480892453,0.0010073465720691,0.0317387235419003,11,1.8032605648040767,0.1639327786185524,10,"['promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",10,1,v11,11,2,9,1,0.1818181818181818,0.6666666666666666,0.2857142857142857,-16.5,22.438181161880493
2026-03-02 19:46:53,PSO_LSTM_kswin,linear_gradual_drift_12,,0.0539443408878186,0.0056473992650401,0.0751491800689809,18,222.6418204307556,12.368990023930868,12,"['promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held', 'held', 'held']",12,6,v0,18,3,15,0,0.1666666666666666,1.0,0.2857142857142857,-31.33333333333333,246.9271092414856
2026-03-02 19:48:00,LSTM_kswin,linear_gradual_drift_12,,0.0511647397619034,0.0046678405603811,0.0683215965883491,17,2.1961746215820312,0.1291867424460018,11,"['held', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held', 'held', 'promoted']",11,6,v17,17,3,14,0,0.1764705882352941,1.0,0.3,5.0,19.85808086395264
2026-03-02 19:57:01,PSO_LSTM_kswin,linear_gradual_drift_13,,0.0277401831282915,0.0013303319682915,0.0364737161294472,14,111.41297793388368,7.958069852420261,4,"['held', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'promoted', 'held', 'promoted', 'held', 'held', 'held', 'held']",4,10,v0,14,3,11,0,0.2142857142857142,1.0,0.3529411764705882,-62.0,136.43145370483398
2026-03-02 19:58:42,LSTM_kswin,linear_gradual_drift_13,,0.0268168386913211,0.0011702842735048,0.0342094179065483,14,2.394765615463257,0.171054686818804,9,"['promoted', 'promoted', 'held', 'held', 'promoted', 'promoted', 'held', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",9,4,v13,14,3,11,0,0.2142857142857142,1.0,0.3529411764705882,35.666666666666664,24.902283191680908
2026-03-02 20:07:06,PSO_LSTM_kswin,linear_gradual_drift_14,,0.0254162211596779,0.001016386886573,0.0318808231790369,14,100.19209933280943,7.156578523772104,2,"['held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'promoted', 'promoted']",2,12,v0,14,1,13,2,0.0714285714285714,0.3333333333333333,0.1176470588235294,-200.0,127.82509350776672
2026-03-02 20:08:11,LSTM_kswin,linear_gradual_drift_14,,0.0261744785590859,0.0010959555855798,0.0331052199143858,12,1.936671018600464,0.1613892515500386,9,"['held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'held']",9,3,v11,12,3,9,0,0.25,1.0,0.4,46.0,21.06706047058105
2026-03-02 20:19:50,PSO_LSTM_kswin,linear_gradual_drift_15,,0.0260194235342987,0.0010785937003015,0.0328419503120857,14,277.91801381111145,19.85128670079368,2,"['held', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held']",2,12,v0,14,2,12,1,0.1428571428571428,0.6666666666666666,0.2352941176470588,104.0,304.3238263130188
2026-03-02 20:21:44,LSTM_kswin,linear_gradual_drift_15,,0.0276657956831744,0.0012152462722637,0.0348603825604909,15,2.656291961669922,0.1770861307779948,13,"['promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted']",13,2,v15,15,2,13,1,0.1333333333333333,0.6666666666666666,0.2222222222222222,184.5,23.392699241638184
2026-03-02 20:31:07,PSO_LSTM_kswin,linear_gradual_drift_16,,0.023214576024384,0.0008497267739291,0.029150073309155,15,148.20270204544067,9.880180136362712,8,"['held', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held', 'promoted', 'promoted', 'promoted', 'promoted']",8,7,v0,15,3,12,0,0.2,1.0,0.3333333333333333,-83.0,174.70240831375122
2026-03-02 20:33:27,LSTM_kswin,linear_gradual_drift_16,,0.0236830275284357,0.0008873356253362,0.0297881792887089,11,2.125516653060913,0.1932287866419011,9,"['promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted']",9,2,v11,11,1,10,2,0.0909090909090909,0.3333333333333333,0.1428571428571428,48.0,23.459698915481567
2026-03-02 20:42:07,PSO_LSTM_kswin,linear_gradual_drift_17,,0.0277070404077277,0.0015201746674341,0.0389894173774643,8,108.676274061203,13.584534257650375,2,"['held', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held']",2,6,v2,8,1,7,2,0.125,0.3333333333333333,0.1818181818181818,-85.0,134.19886231422424
2026-03-02 20:44:03,LSTM_kswin,linear_gradual_drift_17,,0.0243756196729465,0.0009288998094951,0.0304778576920228,12,1.9414820671081543,0.1617901722590128,9,"['held', 'promoted', 'held', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",9,3,v12,12,3,9,0,0.25,1.0,0.4,-18.33333333333333,19.98176670074463
2026-03-02 20:48:55,PSO_LSTM_kswin,linear_gradual_drift_18,,0.0804136608948695,0.0157577334184625,0.1255298108755946,18,89.95537376403809,4.997520764668782,10,"['promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'held', 'held']",10,8,v2,18,3,15,0,0.1666666666666666,1.0,0.2857142857142857,-89.33333333333333,113.88078117370604
2026-03-02 20:50:53,LSTM_kswin,linear_gradual_drift_18,,0.0484203897356614,0.004103313400175,0.0640571104575834,16,2.5102193355560303,0.1568887084722519,15,"['held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",15,1,v16,16,2,14,1,0.125,0.6666666666666666,0.2105263157894736,9.5,21.615514278411865
2026-03-02 21:00:14,PSO_LSTM_kswin,linear_gradual_drift_19,,0.0265924722826898,0.0011937316757218,0.0345504222220486,14,182.5767703056336,13.041197878973824,4,"['promoted', 'promoted', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held', 'held', 'held']",4,10,v0,14,2,12,1,0.1428571428571428,0.6666666666666666,0.2352941176470588,55.0,206.3068778514862
2026-03-02 21:02:06,LSTM_kswin,linear_gradual_drift_19,,0.0251164210864129,0.0010037910487344,0.0316826616422056,14,2.0853471755981445,0.1489533696855817,11,"['promoted', 'held', 'promoted', 'held', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",11,3,v14,14,2,12,1,0.1428571428571428,0.6666666666666666,0.2352941176470588,-143.0,19.046646118164062
2026-03-02 21:10:57,PSO_LSTM_kswin,linear_gradual_drift_20,,0.0237578271871476,0.0008866147388523,0.0297760766195342,13,181.1103386878968,13.931564514453594,0,"['held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held']",0,13,v0,13,2,11,1,0.1538461538461538,0.6666666666666666,0.25,-81.5,206.91339087486267
2026-03-02 21:13:00,LSTM_kswin,linear_gradual_drift_20,,0.0256419262512082,0.0010360127913838,0.0321871525827279,14,1.7721030712127686,0.126578790800912,12,"['held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted']",12,2,v14,14,3,11,0,0.2142857142857142,1.0,0.3529411764705882,-39.333333333333336,20.325167417526245
2026-03-02 21:20:44,PSO_LSTM_kswin,linear_gradual_drift_21,,0.0240191444028005,0.0009248804796301,0.0304118476852391,11,110.57827138900755,10.052570126273416,2,"['held', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held', 'held', 'promoted']",3,8,v11,11,1,10,2,0.0909090909090909,0.3333333333333333,0.1428571428571428,-100.0,135.91083145141602
2026-03-02 21:22:12,LSTM_kswin,linear_gradual_drift_21,,0.0234623957341506,0.0008787207494052,0.0296432243422548,11,1.6976814270019531,0.1543346751819957,8,"['promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held', 'promoted', 'promoted', 'promoted']",9,2,v11,11,3,8,0,0.2727272727272727,1.0,0.4285714285714285,129.0,19.67015910148621
2026-03-02 21:29:28,PSO_LSTM_kswin,linear_gradual_drift_22,,0.0265095077204428,0.0012131531027464,0.0348303474393589,11,95.2066206932068,8.655147335746072,5,"['held', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'held', 'promoted', 'promoted', 'promoted']",5,6,v9,11,1,10,2,0.0909090909090909,0.3333333333333333,0.1428571428571428,45.0,120.41903162002563
2026-03-02 21:31:18,LSTM_kswin,linear_gradual_drift_22,,0.0251441929361138,0.0010022367301318,0.0316581226564661,13,2.378134727478028,0.1829334405752328,11,"['promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",11,2,v13,13,3,10,0,0.2307692307692307,1.0,0.375,108.33333333333331,20.42091083526612
2026-03-02 21:40:28,PSO_LSTM_kswin,linear_gradual_drift_23,,0.0231481503912519,0.0008385401232403,0.0289575572733674,13,164.34446573257446,12.641881979428804,3,"['held', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held', 'held', 'promoted']",3,10,v13,13,3,10,0,0.2307692307692307,1.0,0.375,-64.33333333333333,189.2296540737152
2026-03-02 21:42:00,LSTM_kswin,linear_gradual_drift_23,,0.0259013115501485,0.0010694292324551,0.0327021288673253,13,2.354052782058716,0.1810809832352858,12,"['promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",12,1,v12,13,2,11,1,0.1538461538461538,0.6666666666666666,0.25,-53.0,22.62816333770752
2026-03-02 21:53:08,PSO_LSTM_kswin,linear_gradual_drift_24,,0.0275279920537271,0.0013436269681277,0.0366555175673154,14,260.4021213054657,18.60015152181898,8,"['promoted', 'promoted', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held']",8,6,v0,14,2,12,1,0.1428571428571428,0.6666666666666666,0.2352941176470588,49.5,286.7151849269867
2026-03-02 21:54:51,LSTM_kswin,linear_gradual_drift_24,,0.0261189848401277,0.0010761796372519,0.0328051769885778,14,2.0626673698425293,0.1473333835601806,10,"['held', 'promoted', 'held', 'promoted', 'held', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",10,4,v14,14,2,12,1,0.1428571428571428,0.6666666666666666,0.2352941176470588,11.5,22.91023898124695
2026-03-02 22:02:45,PSO_LSTM_kswin,linear_gradual_drift_25,,0.0238842389744087,0.000905308753595,0.0300883491337596,12,128.25370264053345,10.687808553377788,5,"['held', 'promoted', 'promoted', 'held', 'held', 'promoted', 'promoted', 'held', 'promoted', 'held', 'held', 'held']",5,7,v9,12,2,10,1,0.1666666666666666,0.6666666666666666,0.2666666666666666,44.5,153.7883927822113
2026-03-02 22:04:17,LSTM_kswin,linear_gradual_drift_25,,0.0270613338408975,0.0012048813791416,0.0347114012846165,15,2.3360040187835693,0.1557336012522379,13,"['held', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",13,2,v15,15,3,12,0,0.2,1.0,0.3333333333333333,-89.33333333333333,19.237138271331787
2026-03-02 22:13:54,PSO_LSTM_kswin,linear_gradual_drift_26,,0.0242533545546671,0.0009276101102725,0.0304566923724911,11,185.782731294632,16.889339208602905,0,"['held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held']",0,11,v0,11,2,9,1,0.1818181818181818,0.6666666666666666,0.2857142857142857,32.0,212.5380012989044
2026-03-02 22:14:42,LSTM_kswin,linear_gradual_drift_26,,0.025441134269681,0.0010189793172908,0.0319214554381658,12,2.0141372680664062,0.1678447723388672,9,"['promoted', 'held', 'held', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",9,3,v12,12,3,9,0,0.25,1.0,0.4,-96.33333333333331,21.234949350357056
2026-03-02 22:24:04,PSO_LSTM_kswin,linear_gradual_drift_27,,0.0271346390608665,0.0013326602291114,0.0365056191443375,13,187.0430290699005,14.387925313069273,3,"['held', 'promoted', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held']",3,10,v2,13,3,10,0,0.2307692307692307,1.0,0.375,143.0,215.7226271629333
2026-03-02 22:25:46,LSTM_kswin,linear_gradual_drift_27,,0.0266812064600434,0.0011422961921431,0.0337978725978885,14,2.41294813156128,0.1723534379686628,12,"['held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted']",12,2,v14,14,2,12,1,0.1428571428571428,0.6666666666666666,0.2352941176470588,74.5,23.394615411758423
2026-03-02 22:35:18,PSO_LSTM_kswin,linear_gradual_drift_28,,0.0245299622157712,0.000950856332884,0.0308359584395231,8,148.69547080993652,18.586933851242065,2,"['held', 'held', 'held', 'held', 'held', 'held', 'promoted', 'promoted']",2,6,v0,8,2,6,1,0.25,0.6666666666666666,0.3636363636363636,-162.5,179.12394189834595
2026-03-02 22:37:31,LSTM_kswin,linear_gradual_drift_28,,0.0232401943975101,0.0008460193326349,0.0290864114774403,12,1.905036687850952,0.1587530573209127,8,"['held', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'held', 'promoted']",8,4,v12,12,3,9,0,0.25,1.0,0.4,-59.0,22.0944344997406
2026-03-02 22:46:46,PSO_LSTM_kswin,linear_gradual_drift_29,,0.0248625633292319,0.0011033518048741,0.033216739829101,11,138.57899403572085,12.598090366883712,4,"['held', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held']",4,7,v0,11,2,9,1,0.1818181818181818,0.6666666666666666,0.2857142857142857,67.0,163.75047326087952
2026-03-02 22:47:48,LSTM_kswin,linear_gradual_drift_29,,0.0234996996574131,0.0008704593421668,0.0295035479589632,12,1.981839895248413,0.1651533246040344,9,"['promoted', 'held', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held']",9,3,v11,12,2,10,1,0.1666666666666666,0.6666666666666666,0.2666666666666666,15.0,21.58875060081482
2026-03-02 22:57:06,PSO_LSTM_kswin,linear_gradual_drift_30,,0.0270307067786946,0.0012532643970308,0.0354014745036257,11,134.562020778656,12.232910979877818,6,"['promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held', 'held', 'held']",6,5,v0,11,2,9,1,0.1818181818181818,0.6666666666666666,0.2857142857142857,20.0,160.5112874507904
2026-03-02 22:58:34,LSTM_kswin,linear_gradual_drift_30,,0.0237322022290985,0.0008923384114267,0.0298720339352162,9,1.427626132965088,0.1586251258850097,5,"['promoted', 'held', 'held', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'held']",5,4,v8,9,1,8,2,0.1111111111111111,0.3333333333333333,0.1666666666666666,-169.0,23.27767491340637
2026-03-02 23:06:57,PSO_LSTM_kswin,linear_abrupt_drift_1,,0.0409673599345458,0.0033313648800923,0.0577179770963285,15,203.741726398468,13.582781759897868,5,"['promoted', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'held']",5,10,v0,15,3,12,0,0.2,1.0,0.3333333333333333,-84.66666666666667,229.09596514701843
2026-03-02 23:09:15,LSTM_kswin,linear_abrupt_drift_1,,0.0431345666217416,0.0030813786062813,0.0555101666929699,17,2.2056655883789062,0.1297450346105239,14,"['promoted', 'held', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",14,3,v17,17,3,14,0,0.1764705882352941,1.0,0.3,-63.66666666666666,21.864197731018063
2026-03-02 23:20:17,PSO_LSTM_kswin,linear_abrupt_drift_2,,0.0416236484692041,0.0034798768516025,0.0589904810253531,15,298.0281443595886,19.86854295730591,8,"['held', 'held', 'promoted', 'held', 'promoted', 'held', 'held', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'held', 'promoted', 'promoted']",8,7,v0,15,3,12,0,0.2,1.0,0.3333333333333333,52.0,319.6472473144531
2026-03-02 23:22:00,LSTM_kswin,linear_abrupt_drift_2,,0.0280036032795756,0.0012974236496522,0.036019767484705,13,1.815701961517334,0.1396693816551795,12,"['promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted']",12,1,v13,13,2,11,1,0.1538461538461538,0.6666666666666666,0.25,-109.0,21.00301957130432
2026-03-02 23:29:32,PSO_LSTM_kswin,linear_abrupt_drift_3,,0.095733214747294,0.0137229768169546,0.1171451100855458,16,88.4021065235138,5.525131657719612,4,"['held', 'promoted', 'promoted', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held']",4,12,v1,16,3,13,0,0.1875,1.0,0.3157894736842105,-48.333333333333336,112.5018560886383
2026-03-02 23:31:19,LSTM_kswin,linear_abrupt_drift_3,,0.0338847624489825,0.0019971122187065,0.0446890615106932,12,1.8986542224884035,0.1582211852073669,9,"['promoted', 'promoted', 'held', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held']",9,3,v11,12,3,9,0,0.25,1.0,0.4,18.666666666666668,20.6204481124878
2026-03-02 23:42:51,PSO_LSTM_kswin,linear_abrupt_drift_4,,0.0427814565398666,0.0053082531412704,0.0728577596503654,16,342.93416929244995,21.43338558077812,2,"['held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held']",2,14,v0,16,3,13,0,0.1875,1.0,0.3157894736842105,44.333333333333336,366.65801525115967
